MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,RainToday
12.7,28.6,2,4.4,9.3,43,19,22,66,36,1018.6,1015.7,1
15.1,18.4,0.2,6.6,3.6,33,13,13,83,55,1025.1,1024.2,0
8.2,16.8,0,3.2,1.4,13,4,6,98,75,1024.3,1018.6,0
9.7,21.3,4.6,1.8,5.7,54,0,9,100,53,1013.9,1010.9,1
8.5,13.6,9.8,2.4,6.1,50,7,20,99,63,1026.3,1029.7,1
4.9,15.9,3.8,2.4,9.3,39,7,15,73,49,1036.8,1033.8,1
3.6,17.5,0,3.2,8.5,33,4,15,85,49,1032.9,1029.2,0
8.3,19.4,0,2.8,3,35,11,13,82,70,1026.2,1022.1,0
13.8,20.6,0,0.8,1.8,35,6,9,100,56,1005.4,1002.9,0
10.9,14.3,1.6,2.6,0,43,0,0,100,97,1008.6,1009,1
9.9,14.5,6,1.1,2.4,46,11,15,100,80,1018.3,1018.6,1
9.8,15,4.4,2.8,3.3,28,7,17,97,70,1023.2,1023.1,1
9,15.3,3,1.8,1.8,28,6,13,100,62,1029,1027.7,1
4.7,18,0.4,1.6,9,22,6,9,100,51,1032.1,1029.1,0
3.5,20.4,0,1.6,10.1,17,6,6,100,40,1032,1028.4,0
5.3,23,0,2,10,48,7,13,99,39,1028.1,1023.4,0
9.6,21.7,0,5.4,4.1,39,6,19,65,51,1019.2,1014.8,0
10,18.6,0,3.2,7.6,22,0,11,99,53,1020.3,1017.7,0
4.7,22.4,0,2.8,9,52,7,20,100,37,1015.8,1009.9,0
9.3,17.5,0.8,7.4,6.1,61,19,30,80,42,999.4,1002,0
9,16,1.2,5.2,5.6,46,17,19,69,67,1013.7,1012.7,1
8.7,14.7,2.6,3.2,4,48,13,20,74,60,1018.8,1018.2,1
9.7,15.7,0.4,1.8,2.2,39,11,15,76,58,1019.5,1017.3,0
11.8,18.5,0,3,7.2,48,19,24,75,61,1014.2,1010.9,0
11.9,16,10.4,5.4,2.8,56,7,30,100,61,1003.3,1004.7,1
11.5,15.6,4.2,2.8,2.5,54,24,13,91,67,1011.4,1013.2,1
12.1,16.5,0,3,2.5,54,17,26,69,59,1011.4,1011.4,0
5.5,12.1,7.2,3.4,4,67,17,17,96,61,1022.3,1024.5,1
6.4,13.7,4.2,2,3.1,43,13,15,98,99,1030.7,1030.9,1
9.9,14.1,2.8,1,0.3,33,11,13,100,77,1036.4,1035,1
10.1,18.1,0,1.2,7.3,17,6,7,83,60,1037.4,1033.2,0
5.4,19.9,0,1.4,9.6,30,6,9,100,49,1034.2,1031.5,0
4.1,19.7,0.2,3.2,8.2,24,11,13,100,45,1030.3,1024.6,0
7.3,16,0,4.4,0.7,33,9,15,64,79,1012.3,1008.8,0
12.7,17.8,2.6,2.4,6.8,39,19,19,77,61,1010.1,1011.7,1
9.3,12.4,9.2,2.2,0,35,6,11,100,88,1023.7,1023.2,1
7.8,13.8,0.6,0.6,1.4,31,6,20,100,71,1029.5,1029.6,0
9.5,14.2,0,1.4,6.6,24,2,11,74,63,1033.5,1031.3,0
3.4,16.7,0,2,4.3,24,4,7,100,52,1032.3,1029.5,0
5.7,15.9,0,1.4,2.7,20,9,9,89,56,1031.8,1028.9,0
2.4,14.2,0,2,3.4,15,9,6,99,75,1029.8,1025.4,0
4.8,18.5,0.2,3.2,6.5,44,7,20,70,59,1021.1,1017.9,0
11.7,18.6,0,4,7.4,43,22,20,75,60,1017.8,1014.4,0
8.7,14.8,0,3.2,4.7,28,13,13,65,50,1022,1020.9,0
10.3,17,0,2.8,8.9,46,19,22,70,49,1020.7,1016.4,0
11.6,16.7,0,4.4,3.3,43,20,15,73,79,1014,1011.3,0
3.8,11.9,14.4,1.8,6,43,9,20,99,54,1023.6,1024.2,1
5.6,10.4,3.2,1.4,0.7,48,7,6,100,100,1029.1,1026.8,1
7,12.6,0.6,0,2,13,6,0,100,63,1025.1,1023,0
2.3,11.4,0,1.4,3.3,50,7,7,84,96,1019.6,1016,0
5.4,14.4,5.2,2,1.3,26,2,11,99,67,1021.6,1022.5,1
7.6,15.2,0.4,0.8,7.2,30,4,9,99,72,1029.2,1027.2,0
10.6,13.5,0,4,3,69,19,24,78,71,1024.7,1021.5,0
11.1,17.7,0,3,6.8,57,22,26,69,55,1017.6,1013.5,0
8.9,13.9,4.6,5,5.8,46,13,17,87,59,1021.5,1023.8,1
5.9,12.5,0.6,1.8,2.9,30,0,13,100,60,1034.8,1034.8,0
3.7,14.5,0,1.6,8,15,6,0,99,59,1038.3,1035.1,0
1.9,10.7,0,1.2,4.7,13,7,7,100,87,1035.6,1031.9,0
3.1,17.8,0.2,0.8,5.4,20,13,7,100,57,1030.3,1027,0
3.4,17,0,2.6,6,50,6,9,100,60,1028.4,1025.2,0
4.9,15.8,0,0.6,3.1,19,2,11,100,70,1026.3,1022.9,0
7.2,15.8,5,1,0,28,0,11,100,78,1017.8,1014.5,1
10.8,14.4,0,1,0,28,0,7,100,93,1013.5,1012.4,0
9.9,11.9,0.4,1,0,35,11,13,99,80,1020,1019.4,0
5.9,11.6,0.2,0.8,4.9,31,6,17,100,60,1024.2,1023.7,0
1.3,12.3,0,1.2,3.8,17,4,9,100,84,1027.9,1026.6,0
-0.4,13,0.2,0.6,9.1,22,2,7,100,53,1029.1,1026.1,0
1.6,13.6,0,3.4,3.4,43,15,22,64,54,1025.4,1022,0
10,18.1,0,2.8,7.8,52,7,22,64,51,1019.9,1016.8,0
10.5,16.6,0,3.8,6.7,30,11,13,88,65,1019.8,1020.1,0
8.8,13,0.2,1.6,3,31,11,9,89,77,1028.4,1028.5,0
9,15.6,0,1.6,5.7,20,2,9,100,57,1033.1,1031,0
7.1,12.4,0,2.2,1.2,30,9,17,77,72,1033.5,1031.5,0
8,14.1,0,1.2,2.1,15,0,2,93,67,1034.2,1032.7,0
5.8,12.8,0,0.8,3.6,19,2,7,100,71,1033.8,1031.2,0
3.2,13,0,0.8,3.9,17,0,7,100,54,1029.5,1027.2,0
4.5,10.4,3.6,1.4,0.2,19,6,7,99,53,1029,1026.1,1
5.8,9.9,0,2.6,0,31,9,9,62,97,1022.8,1021.9,0
7.1,13.6,4.2,1,5.2,37,13,19,66,62,1020.9,1018.3,1
7.3,10.6,1.6,4,0.2,39,2,7,99,76,1017.2,1015.5,1
7.2,15.4,3.4,1.2,2.1,22,4,2,100,60,1022.6,1022.4,1
2.2,14.1,0,0.8,7.2,33,6,13,100,63,1027.5,1026,0
4.1,12.8,0,2.4,0.1,20,4,4,99,66,1027.6,1024,0
7,13.9,0,1.8,1.7,50,6,13,90,61,1017.1,1012.2,0
8.7,13.5,0.6,3.2,1.9,48,9,11,86,99,1005.8,1003.1,0
0.9,11.8,1,1.8,0,48,2,13,100,100,1006.6,1004.4,0
3.4,11.8,26.6,2.8,0.3,54,22,15,100,89,1012.5,1009.9,1
7.1,9.1,3.4,1.8,0.4,41,9,19,76,74,1013.4,1009.4,1
4.8,11,7.6,3,2.7,20,2,11,100,74,1017,1018.3,1
5.5,12.3,0,0.2,3.7,35,9,19,90,65,1024.4,1022,0
6.6,11.8,2.6,1.2,2,39,11,20,100,81,1022,1021.7,1
5.2,11.3,0.8,0.8,7,30,4,9,99,51,1030.7,1030.6,0
-2.1,12.8,0,1.4,8.3,22,2,9,100,57,1034.4,1031.5,0
-0.8,13.6,0.2,1.6,9.3,43,2,19,100,51,1033,1029.7,0
1.7,16.9,0,4.2,6.4,67,11,19,55,52,1026.8,1021.3,0
11.2,16.1,2.8,3.4,3.3,56,19,11,74,63,1018.1,1019.6,1
2,15.4,0,2,8.6,24,9,9,100,65,1025.9,1022.6,0
4.3,14.3,2.4,2,4,48,20,17,91,80,1013.3,1009,1
8.1,12.6,2.6,2.8,3.6,65,19,20,71,63,1013.8,1012.1,1
7.2,11.4,3,2,8.2,65,15,17,66,80,1013,1016.1,1
4.8,12.7,0.6,3.2,8.3,43,11,19,81,59,1028,1028.3,0
7.3,14.6,0,1.8,8.1,24,7,11,91,68,1035.3,1033.3,0
6.8,13.1,0,2.8,3.8,39,6,17,92,62,1033.5,1029.5,0
7.5,12,0,2.8,2.6,70,24,24,65,62,1020.9,1014.5,0
1.6,13.5,0.8,3.2,9.6,41,2,15,100,48,1021.7,1017,0
4.3,11,0.4,3.6,0,61,20,9,99,62,1012.5,1014.5,0
6.4,10.8,7.4,3.2,5.6,63,17,24,87,65,1017.4,1020.6,1
0.7,11.4,0,3,3.1,41,4,17,91,56,1023.5,1019.6,0
3.7,10.9,2.6,1.8,4.2,37,15,17,89,73,1012.8,1013.2,1
5.5,12.7,2.6,1.4,1,28,11,15,100,86,1019.4,1020.4,1
8.1,13,3.2,1.4,1.5,26,11,9,99,78,1025.8,1024.7,1
8.6,11.7,1.2,1.2,0,20,2,6,100,85,1026,1023.5,1
5.9,12.6,0,1.4,0.1,33,7,13,82,68,1021.9,1017.8,0
6.8,15.1,0.2,3.4,7.1,61,15,24,63,55,1009.9,1008,0
7.8,13.9,0.2,2.2,6.4,52,17,30,78,50,1011.6,1007.3,0
8.5,13.5,0,5,2.6,39,7,15,80,63,1002.9,1004.9,0
7.4,13.2,0.8,0.8,1.9,31,13,13,96,67,1018.3,1019.4,0
9.7,15.1,0.2,2.2,4.8,26,7,6,75,57,1025.9,1025.5,0
9.8,14.8,2.2,2.4,4.5,17,0,4,100,64,1032.3,1030,1
1.6,16.9,0,1.4,6.5,35,6,9,100,50,1027,1021.4,0
4.8,11.7,2,3.4,4.4,54,19,20,95,74,1018.2,1018.2,1
5.2,11.1,0.6,2.6,1.2,19,7,7,99,63,1023.5,1023,0
3.1,14.1,0,1.4,6.5,19,6,7,93,54,1027.4,1024.5,0
3.4,17,0.2,1.6,8.8,41,9,13,71,51,1025.3,1021.7,0
10.3,18.1,0,6.4,1.2,57,11,19,53,42,1018.6,1013.4,0
10.8,19.4,0,3.4,7.7,26,13,11,79,60,1015.8,1014.4,0
5.2,16.2,0,3,7.7,28,2,15,95,54,1020.3,1018.7,0
6.8,14.5,0,2,4,46,9,15,80,66,1023.6,1020.5,0
8.4,13.5,0,2.4,0.7,39,15,13,86,64,1026.2,1024.9,0
8,16.7,0,2,0.3,13,6,4,83,51,1026.1,1022.7,0
9.4,11.2,0.8,1.2,0,31,6,9,100,100,1021.9,1019.8,0
6.9,13.4,18,0.6,4.1,33,17,15,100,78,1026.1,1024.5,1
3.5,11,1,2,3.5,44,7,20,90,99,1027,1024.9,0
7.3,13.1,2.2,0.6,1.9,28,13,15,99,63,1025.3,1023,1
7.6,12.8,0,1.8,4.2,41,2,15,74,64,1021.2,1018.6,0
2.9,16.1,0,1.6,9.8,22,6,9,99,44,1017.6,1013.8,0
6,18.2,0,4.4,0.8,39,13,11,64,47,1012.7,1007.1,0
9.9,13.8,4.6,2.4,3.3,43,9,20,97,77,1012.8,1016.7,1
5.4,13.9,0,2.8,4.2,30,9,13,57,57,1025.9,1023.7,0
9,14.9,0,1.8,3.8,22,9,7,93,58,1025.6,1022.5,0
3.7,16.1,0,2.2,1.8,54,6,17,100,54,1020.3,1014.8,0
7.4,13.5,6.2,2.8,2.3,54,19,20,68,58,1016.4,1016.8,1
7.8,13.1,2.8,2.6,4.2,37,17,15,98,61,1020.5,1021.1,1
9.8,15.4,0,2.4,6.3,22,13,2,88,67,1033.4,1031,0
2.7,19.1,0,2.4,9.8,50,4,20,91,49,1028.7,1025.1,0
11.1,21.3,0,5.2,4.2,41,9,9,65,48,1027,1023.9,0
9,25.3,0,6.6,10.7,28,4,11,67,42,1025.7,1021.6,0
15.4,26.2,0,9.4,10.5,54,17,17,44,34,1018.5,1012.8,0
7.3,15.9,0,2.8,5.1,30,6,9,88,57,1019.4,1017.5,0
8.4,14.7,0.6,3.4,1.9,30,6,13,78,67,1023.1,1024.4,0
9.3,14.3,0.6,2,1.3,24,9,9,88,67,1029,1027.5,0
5.8,20.4,0,2,6.5,30,6,15,99,47,1026.4,1021.5,0
6,22.1,0,4.8,10.7,41,6,19,79,45,1021.1,1017.3,0
13.6,17.5,0,5.6,2.4,48,17,11,56,100,1015.5,1017.7,0
6.6,12.8,5.2,2.2,7.2,63,13,24,87,60,1025.9,1028.2,1
4.7,12.9,0.2,3.6,10.6,43,9,22,78,50,1035.5,1033.6,0
4.1,15.3,0,4,8.5,30,2,13,86,56,1034.7,1031.8,0
3.4,18.3,0.2,2.6,10.8,35,6,13,82,50,1035,1030.5,0
4.9,19.3,0,4.8,9.5,24,6,13,100,45,1031.9,1027,0
7.9,20.5,0,3.2,11.4,26,6,13,99,37,1025.7,1021.6,0
5.3,23.2,0,5.8,5.4,35,11,11,67,45,1017.1,1015.1,0
7.7,17,0,3.4,6.5,31,13,9,63,60,1017.7,1017.2,0
9.1,16.1,0,2.8,6.5,31,9,11,72,58,1024.4,1022.6,0
2.7,22.4,0,4,11.5,31,6,9,66,36,1027.1,1025.4,0
6.8,27,0,6.6,11.3,37,7,19,75,31,1032.5,1028.4,0
12.2,30.6,0,11,9.8,50,20,20,36,23,1027.5,1021.5,0
14.8,29.1,0,13,11.5,31,6,13,55,37,1022.1,1019.5,0
11.1,33.5,0,5.6,10,44,9,22,97,22,1021.1,1017,0
14.4,35.3,0,17,9.1,70,24,26,22,10,1013.5,1011.1,0
9.6,17.6,0,14.4,11.4,43,13,15,59,43,1034.2,1034.6,0
4.5,23.8,0,6.6,10.5,26,7,9,79,42,1036.5,1031.4,0
9.7,29.5,0,4.4,8.4,26,2,7,79,33,1030.4,1026.7,0
13.3,28.5,0,8,4.1,33,6,11,61,37,1025.3,1022.9,0
16.2,26.9,3.6,8.4,5.9,52,9,9,71,51,1019.2,1015.3,1
10.6,16.7,6.6,3.8,0.2,37,9,20,100,68,1018.9,1019.4,1
5.4,19.2,0.4,7,11.8,24,9,17,83,61,1024.9,1022.9,0
10.7,27.8,0,4.4,11.4,31,0,9,100,39,1024,1020.1,0
13.1,33.9,0,8.6,9.2,52,11,24,53,19,1018,1014.5,0
16,20.7,0,10.8,0.5,31,4,9,69,79,1017.1,1021.4,0
10.8,22,0.2,4.8,8,31,9,15,84,44,1024.7,1025.1,0
10.2,21.3,0.2,5.2,8.2,46,9,17,62,51,1029.6,1026.9,0
5.3,28.2,0,4.4,11.9,24,6,7,86,24,1025.2,1019.8,0
9.7,31,0,7,3,33,9,15,66,30,1016.6,1011.3,0
15.5,18.6,1.8,7.8,0.1,46,2,20,88,90,1012.5,1014,1
10.3,17.2,4.6,3,0,43,6,19,99,68,1019.5,1019.3,1
10.6,18.2,0,2,4.1,46,9,15,66,54,1023.5,1021.8,0
6.6,23,0,4,8.9,33,4,20,78,48,1023,1019.6,0
7.2,30.8,0,5,6.1,52,6,24,63,21,1016.9,1010.8,0
13.6,16.8,0.2,12.8,3.6,56,22,31,100,53,1017.1,1021.8,0
9.4,23.8,0.6,3.6,12.7,30,15,15,61,36,1027.1,1022.7,0
7.1,27.5,0,8,12,41,22,7,45,28,1023.1,1019.3,0
10.5,27.6,0,8,10.3,30,6,15,93,28,1022.5,1019.7,0
10.2,27.9,0,7.6,12.1,31,9,11,50,27,1019.8,1017.1,0
13.7,25.8,0.8,8.8,5,37,4,17,99,60,1014.9,1011,0
15.4,26.4,2.4,7,5.2,52,26,17,64,70,1007.9,1006.3,1
13.4,15.5,1.6,4,0.1,35,0,15,100,83,1012.7,1014.9,1
6.8,21.2,0,3.2,7.1,31,11,17,58,52,1019.5,1016.6,0
8.5,29.1,0,5.8,6.9,26,2,6,96,41,1015.2,1010,0
14.3,24,11.8,5,4.6,61,0,11,100,82,1006.8,1005,1
16,17.7,10.2,4.6,0.6,33,15,13,100,100,1008.7,1009.9,1
11.2,17.7,1.8,4,9.8,44,17,19,90,54,1018.1,1019.8,1
6.2,25.7,0,4.2,10.9,20,7,6,71,28,1022.5,1019.4,0
11,32.5,0,8.6,11.7,37,9,20,53,23,1017.4,1013.6,0
14.2,16.5,0,9.8,0,31,15,13,89,69,1019.4,1020.5,0
10.8,22.1,2.2,1.4,2.3,28,11,4,85,56,1020.4,1017.7,1
12.5,25.6,0,2.8,10.6,35,4,17,89,42,1016.2,1012.6,0
13.2,20.7,0,5.4,8.3,43,11,20,98,52,1017.2,1016.4,0
8.3,19.4,0,5.8,8.3,39,9,19,70,58,1018.8,1017.5,0
10.9,21.3,0,5.4,10.2,35,11,19,77,52,1021.5,1019,0
11.3,29.4,0,6,11.6,30,7,7,74,26,1018.6,1014.4,0
14.6,34.4,0,9.8,9.2,59,30,20,31,17,1012.7,1008.7,0
11.7,30.7,0,11.4,9.6,28,6,15,74,20,1014.2,1011.9,0
17.2,32.9,0,7.6,8.4,46,7,24,53,43,1011.8,1012.7,0
14.7,21.3,0.2,9,3.2,35,7,11,69,86,1012.8,1013.2,0
11.2,18.9,3.8,2.6,7.7,39,19,20,77,50,1021.2,1022,1
12.1,21.8,0.4,6.2,9.2,30,9,9,59,40,1019.7,1015.8,0
12.8,23,0,6.2,7.8,33,17,17,72,45,1016.9,1015.3,0
11.7,27.5,0,5.8,11,30,11,17,62,33,1017.3,1012,0
11,34.2,0,7.2,1.3,85,15,26,32,14,1005.8,996.8,0
10.5,18.3,0,16.2,10.8,70,26,30,54,31,1006.6,1010.6,0
6,19.4,1.6,8.2,4.7,37,19,17,53,43,1017.3,1017.2,1
10,22.7,0,5,11.8,30,9,9,58,44,1018.7,1014.9,0
12.5,22.4,0,6.8,4.8,33,9,13,66,39,1014.6,1012.7,0
7.7,32.8,0,4,11,76,9,20,60,25,1009.3,1003.4,0
14.3,25.9,0.6,12,9.8,52,13,20,61,27,1008.4,1007.3,0
7.8,19.4,0.4,9.8,13,44,17,17,51,40,1021.5,1022.7,0
10.3,24.5,0,6.4,11.4,31,2,13,59,38,1028.6,1025.9,0
9.6,33.6,0,5.4,12.1,30,6,9,69,22,1024.8,1019.6,0
14.1,32.2,0,10.4,8.5,31,4,15,85,35,1020.5,1017.2,0
14.1,31.4,0,7.2,3,26,0,7,89,37,1017.8,1015.7,0
17.2,29.3,0,6.6,0,30,13,7,82,47,1015.3,1012.5,0
19.9,36,1.8,1.6,8.8,56,20,26,61,36,1009.2,1004.6,1
13.3,27.3,0,10.6,12.9,39,15,20,52,40,1014.3,1013.5,0
11.1,27.9,0,8.6,11.4,33,0,19,76,30,1015.9,1010,0
12.8,20.1,0,8.6,5.7,50,20,17,47,74,1009.7,1010.7,0
7.5,20.1,4.6,7.2,12.5,31,17,17,55,40,1018.4,1017.9,1
7.7,29.6,0,6,12.1,35,6,13,62,16,1016.9,1012.6,0
10.1,27.7,0,8.6,11.7,33,4,19,64,43,1014.8,1013.5,0
13.4,29.4,0,8,10.8,37,9,19,72,33,1016,1014.1,0
16.3,31.5,0,8.6,11,41,6,22,81,42,1016.8,1013.5,0
15.7,36.7,0,10,13.8,37,19,13,32,16,1013.9,1011.3,0
18.1,40.6,0,16,12.3,46,19,19,24,14,1011.7,1007.6,0
19.1,42.7,0,16,8,61,24,28,21,14,1007.2,1003.6,0
24.4,39.3,1,19.8,6.2,61,28,33,19,47,1001.3,1003.1,0
14.4,21.4,5.8,9.8,5.5,46,22,17,75,47,1020,1022.1,1
10.1,25.9,0,6.8,12.3,26,9,17,61,42,1023.1,1019,0
13.8,30.7,0,6.8,13.3,35,4,20,74,39,1018.4,1014.7,0
14.6,35.4,0,9.3,13.1,44,9,9,65,20,1016.5,1012.1,0
20.8,34.7,0,18,13.3,50,20,28,34,19,1011.4,1005.8,0
9.7,21.3,5.8,4.4,8.9,43,11,22,70,40,1022.5,1023.3,1
10.7,24,0,6,13.3,37,11,20,54,43,1025.6,1023.4,0
10.4,28.1,0,8,13.4,31,2,17,70,45,1023.6,1020.2,0
11.3,37,0,7,12.4,30,7,9,64,15,1017,1013.3,0
19.4,40.1,0,15.2,11.4,52,7,13,33,10,1012.9,1009.9,0
19.5,28.1,0,15,2.8,30,13,15,54,49,1013,1012.4,0
16.7,28.8,0,8,9,48,11,17,73,42,1016.3,1011.9,0
16.8,28.2,0,8.2,7.8,35,7,17,60,41,1016.6,1013.7,0
15.3,26.2,0,6.4,1.5,31,0,4,71,79,1019.2,1017.4,0
17,25.7,0.6,4.2,6.6,20,6,9,65,58,1017.7,1014.3,0
15.9,28.4,0.8,5.4,6.1,48,9,24,82,54,1017.5,1015.9,0
14.5,23.7,0,6.2,11,41,9,24,69,52,1020.8,1020.2,0
14.7,24.1,0,7.4,8.6,37,9,20,61,48,1023.3,1021.2,0
14.3,35.3,0,6,10.7,31,4,9,79,20,1018,1012.9,0
16.3,37.7,0,11.6,6.7,65,7,13,37,15,1010.5,1006.4,0
15.7,29.5,2.2,7.8,12.2,31,11,17,71,47,1014.9,1013.4,1
15.3,43.8,0,7.6,10.3,72,6,22,64,17,1010.8,1005,0
15,17.6,4,17.6,1.1,54,9,26,99,66,1017,1020.5,1
12.1,20.8,1,4.2,5.6,39,20,22,68,42,1030.4,1029.1,0
8.8,25,0,5.4,13.3,37,4,17,64,41,1029.5,1025,0
12.8,32.7,0,8.6,11.5,33,2,9,71,22,1023.2,1019,0
16.4,35.8,0,13.6,12.7,43,9,11,30,15,1016.4,1012.8,0
15.3,35.6,0,13.8,7.6,28,7,13,75,27,1013.4,1008.8,0
17.9,33.2,0.8,8.6,5.4,31,11,9,88,39,1010.4,1006.8,0
17.9,28.8,0.8,4.6,2.2,26,7,9,91,65,1009.5,1009.9,0
16.6,22.4,1.4,2.8,2,43,17,9,100,100,1010.6,1008.1,1
14.9,23.4,0,5,8.3,39,13,22,70,51,1016.5,1015.4,0
14.3,30.9,0,6.2,8.8,28,4,7,81,36,1017.7,1013.7,0
18.4,29.9,0,6.6,5.3,43,9,17,72,38,1010.8,1007.4,0
19.2,29.2,1,9.6,5.8,44,13,17,60,66,1004.2,1001.1,0
13.7,18.1,7.8,7.8,1,31,0,11,100,77,1003.3,1001.9,1
9.7,24.1,4.6,2.8,4.5,56,6,19,100,58,1006.9,1003.9,1
11.4,21.3,7.6,4.8,8.2,44,13,24,78,59,1000.6,1001.8,1
9.8,26.1,0,6,12.7,30,0,17,81,44,1006.6,1005,0
13.6,31.9,0,5.6,7.8,35,4,17,100,26,1005.3,1001.6,0
16.4,21.3,1.4,8.2,2.8,48,13,20,100,70,1007.4,1010.5,1
16,23.3,0.4,5,4.5,41,11,19,65,56,1018.7,1018.6,0
13.2,30.5,0,3.8,12.6,30,7,13,85,34,1019.8,1016.6,0
14.5,33.4,0.2,8,13,28,6,11,67,29,1017.7,1014.3,0
16.7,34.3,0,11,12.7,33,6,20,62,39,1016.7,1015.1,0
17.9,25.4,0,8.4,8.2,35,11,20,77,50,1021.9,1021.3,0
16.4,26.5,0,6.6,11.9,35,9,19,64,51,1021.7,1018,0
16.6,26.6,0,8,9.3,35,6,19,75,49,1016.4,1013.8,0
15.9,27.5,0,7,10.7,41,13,22,70,46,1017.2,1014.1,0
15.2,29.9,0,8,9.6,28,7,11,75,40,1016.5,1012.6,0
15.2,35.4,0,8,11,35,11,15,33,25,1008.6,1005.3,0
15.3,26.3,0,8.4,11.4,43,13,20,62,38,1012,1011.2,0
12.6,27.9,0,8.2,12.7,44,7,17,71,29,1013.6,1009.7,0
12.9,18.7,2,9,4.5,44,11,28,92,49,1015.6,1016.9,1
11.8,21.7,3,6.8,6.2,52,9,28,96,75,1015.6,1013.2,1
13.6,22.8,2.4,5,3.7,26,6,11,100,60,1012.2,1010.4,1
13.3,23.5,0,4,1.7,33,0,20,100,69,1012.4,1013.4,0
14.7,22.5,0,4,9.5,43,9,22,57,40,1021.7,1022,0
9.7,31.2,0,6.8,11.7,31,4,9,77,33,1024.8,1020.9,0
13.2,31,0,6.4,0.2,28,7,13,80,30,1022.4,1021.5,0
16.7,41.2,0,6.8,9.4,59,17,26,32,18,1012.8,1008.5,0
22,32.6,0,15,6.7,43,9,17,56,41,1011.4,1007.9,0
19.6,29,0,6.4,9.3,31,13,15,99,50,1010.1,1009.6,0
13.5,24.8,0,6.2,8.8,35,11,13,72,46,1018.8,1018.8,0
17.2,25,0,6.2,6.3,31,9,17,70,51,1021.5,1019.3,0
16.3,24.5,0,5.6,9.1,35,13,13,63,45,1021,1019.8,0
13.6,26.4,0,6.8,7.7,37,6,17,81,49,1021.8,1019.1,0
16.7,34.4,0,5.2,10.7,41,7,20,92,20,1017.8,1014.8,0
15,37.4,0,10.4,11.4,37,9,15,54,15,1016.6,1014.1,0
17.1,26.7,0,8.8,10.5,30,11,15,72,42,1020.9,1018.7,0
14.8,38.7,0,5.6,10.6,56,4,19,67,22,1017.8,1013.4,0
19.7,26.9,0,9.2,2.3,28,11,11,90,59,1019.4,1019.3,0
17.4,30.8,0,4,8.8,35,4,17,84,51,1020.3,1017.1,0
18.6,25.9,0,6,1.2,31,0,13,91,80,1019.1,1020.1,0
19.4,39.9,0,2.4,10.1,39,0,22,96,17,1019.4,1014.6,0
17.7,21.3,0.6,3.8,0,20,6,13,99,100,1021.5,1019.7,0
17.9,29.9,8.4,2,9.7,28,0,13,100,58,1017.5,1015.2,1
18.2,23.5,0,4.2,0,28,0,9,99,77,1020.1,1019.9,0
17.3,26.2,0,0.8,4.4,28,7,11,97,61,1020.9,1018.3,0
17.1,21.6,0.2,3.8,0,41,9,20,88,62,1020.7,1020,0
12.5,28.5,0,3,9.9,33,0,15,87,43,1020.2,1016.9,0
13.7,32.1,0,5.4,9.9,24,4,9,86,36,1019.2,1014.5,0
16.2,33.5,0,9,10.2,41,9,17,51,30,1012.9,1006.8,0
14.8,18.4,11,12,5.5,74,7,33,99,53,997.9,1001.7,1
10.8,17.8,6.2,6.2,1.8,39,9,19,100,58,1014.4,1016.5,1
8.7,24.1,0.2,3.2,10.9,22,4,7,90,37,1020.5,1018.7,0
8.5,23.8,0,4.8,11.4,35,4,11,94,45,1021.5,1018.7,0
8.8,26.7,0,5.2,11.2,19,7,9,99,35,1019.9,1016.1,0
11.5,29.4,0,5.8,3.1,28,11,17,80,25,1016.6,1015,0
14.2,21.7,0,5.2,0.3,20,6,2,96,60,1020.6,1018.4,0
14.2,21.1,0,3.2,7.8,31,0,15,88,45,1020.5,1019.3,0
10.7,20.5,0,4,0.6,30,0,11,87,58,1020.2,1019.2,0
13.4,20.6,0.8,2.2,3.7,31,7,17,81,40,1021.3,1020,0
10,19.6,0,4,3.9,33,7,15,70,45,1019.9,1017.6,0
12,18.1,0,4.6,0,33,13,15,60,52,1020.4,1019.2,0
14.8,18.1,0,4,2.3,31,11,17,69,53,1020.3,1019.4,0
8.1,23.4,0,3.2,8.4,20,6,9,77,46,1020.3,1017.3,0
10.7,26.8,0,4.6,6.5,52,2,15,87,32,1015.6,1011.5,0
13.2,20.1,0,10,5.2,37,6,17,46,50,1015.6,1019.6,0
9.5,20.9,0,4,9.8,35,6,15,70,44,1026.5,1024.6,0
5.6,24.2,0,4,10.5,41,2,7,80,38,1023.1,1017.4,0
9.3,29.4,0,6.6,7.3,46,6,22,44,19,1013.7,1009.6,0
14,15,13.8,7.6,0.1,31,9,7,100,99,1015,1016.5,1
6,18.3,11.2,2,6.2,19,6,6,99,50,1025.6,1023.4,1
9.7,19.3,0,0.8,5,20,4,7,99,50,1023.6,1021.9,0
7.6,22.3,0,2.8,4.8,22,7,6,96,43,1022.8,1019.7,0
11.3,23.9,0,4,8.8,39,13,17,67,42,1020.2,1017.5,0
14,21,0,5,4.7,30,17,13,82,53,1021.5,1020.9,0
13.7,19.7,0.2,4,5.7,33,9,15,99,54,1025.5,1023.5,0
11.1,20.6,0,3.2,7.5,20,2,7,100,52,1028.2,1025.7,0
9,27.3,0,2.4,6.3,35,7,20,84,29,1026.8,1022.6,0
